rides_request,price,rides_accepted
4726,3.5,2816
4702,3.5,2858
1562,2,1277
4397,3.5,2617
4190,3.5,2431
2733,2.5,1924
4115,3.5,2315
3990,3,2682
1668,2,1267
3830,3,2532
3207,3,1973
4604,3.5,2823
3923,3,2269
1422,2,1157
3164,3,1916
1567,2,1217
4508,3.5,2606
3147,3,1860
2597,2.5,1792
1840,2,413
1591,2,1310
3049,3,1670
4141,3.5,2374
2622,2.5,1772
1694,2,1351
4373,3.5,2597
2591,2.5,1597
1625,2,1315
3143,3,1793
2043,2.5,937
4135,3.5,2369
2112,2.5,1269
1817,2,1516
1735,2,1326
4025,3.5,2295
2101,2.5,1371
1864,2,1542
4898,3.5,3072
2934,2.5,2088
4822,3.5,2958
4038,3.5,2306
4103,3.5,2256
3722,3,2445
2871,2.5,2039
4437,3.5,2422
3621,3,2341
2226,2.5,1395
2896,2.5,2034
4733,3.5,2890
3740,3,2436
4306,3.5,2440
1484,2,1114
3390,3,2130
1904,2,1610
2300,2.5,1556
2619,2.5,1777
1846,2,1526
1467,2,1202
4629,3.5,2851
4229,3.5,2445
3089,3,1824
3180,3,1953
2186,2.5,1416
1469,2,1204
2649,2.5,1794
2057,2.5,1285
1828,2,1511
4354,3.5,2606
4609,3.5,2834
4070,3.5,2319
2544,2.5,1778
1540,2,1244
4074,3.5,2343
3213,3,1889
4310,3.5,2473
2713,2.5,1739
2340,2.5,1519
1945,2,1597
4970,3.5,3140
1788,2,1461
4979,3.5,3165
1905,2,1601
4461,3.5,2630
2831,2.5,2021
1784,2,1472
2238,2.5,1417
3799,3,2490
4764,3.5,2973
3227,3,1875
4644,3.5,2700
2877,2.5,2008
1734,2,1386
1884,2,1472
2686,2.5,1865
1799,2,1485
3164,3,1945
2888,2.5,1916
4308,3.5,2452
2553,2.5,1772
1872,2,1564
2721,2.5,1905
2908,2.5,2097
4609,3.5,2678
1466,2,1190
3815,3,2468
4904,3.5,3103
1731,2,1450
4699,3.5,2896
4673,3.5,2847
3021,3,1737
3290,3,2017
3018,3,1687
1562,2,1261
4014,3.5,2279
3033,3,1704
2817,2.5,2003
1679,2,1388
3155,3,1904
2884,2.5,2000
3716,3,2201
3209,3,1837
2232,2.5,1380
4258,3.5,2462
2330,2.5,1490
3337,3,2066
3346,3,1983
2915,2.5,2102
3518,3,2223
3674,3,2284
4704,3.5,2903
3672,3,2334
4528,3.5,2762
3937,3,2611
4240,3.5,2428
2338,2.5,1577
2512,2.5,1741
2728,2.5,1788
3781,3,1865
1418,2,1161
2277,2.5,1519
3762,3,2401
1618,2,1313
3768,3,2377
3576,3,2179
2679,2.5,1874
4814,3.5,2933
1654,2,1270
4815,3.5,2970
2021,2.5,1310
3200,3,1970
2412,2.5,1618
1955,2,1655
4890,3.5,3069
3375,3,2084
4684,3.5,2870
4722,3.5,2821
3276,3,1701
4290,3.5,2351
3998,3,2644
2535,2.5,1769
3405,3,2130
3118,3,1581
3242,3,1943
1649,2,1331
3054,3,1827
3379,3,2091
1937,2,1306
4830,3.5,2923
1491,2,1240
2473,2.5,1722
4188,3.5,2435
3296,3,1894
4560,3.5,2784
4842,3.5,2864
3415,3,2130
4245,3.5,2158
2053,2.5,1330
4560,3.5,2582
4390,3.5,2647
3563,3,2284
4498,3.5,2622
4118,3.5,2307
4338,3.5,2573
4358,3.5,2548
3182,3,1920
4155,3.5,2429
3848,3,2529
3671,3,2275
4993,3.5,3171
4765,3.5,2857
4671,3.5,2851
4137,3.5,2358
3874,3,2354
2757,2.5,1959
4812,3.5,2982
4633,3.5,2812
3959,3,2657
4929,3.5,3101
2655,2.5,1827
2951,2.5,2002
4914,3.5,2786
4191,3.5,2437
3878,3,2309
3353,3,2082
4744,3.5,2946
3876,3,2565
3075,3,1834
2668,2.5,1820
3311,3,2032
2308,2.5,1406
2442,2.5,1531
3033,3,1649
3675,3,2301
1567,2,1283
2086,2.5,1365
2666,2.5,1862
3388,3,2044
4124,3.5,2368
4121,3.5,2227
3129,3,1845
1518,2,1253
2620,2.5,1831
4342,3.5,2584
3013,3,1730
4176,3.5,2390
2096,2.5,1348
3038,3,1764
1498,2,793
3613,3,2230
4145,3.5,2408
2138,2.5,1404
4092,3.5,2346
1615,2,1317
4014,3.5,2244
3969,3,2654
3627,3,2340
4714,3.5,2919
3805,3,2493
4635,3.5,2710
3992,3,2655
1524,2,1245
4162,3.5,2439
1877,2,1556
4768,3.5,2924
4553,3.5,2770
4784,3.5,2984
3302,3,2006
4643,3.5,2870
4852,3.5,3001
1548,2,1238
1590,2,1259
4527,3.5,2730
4977,3.5,3114
3578,3,2292
1989,2,1637
2436,2.5,1681
2429,2.5,1463
2697,2.5,1917
3851,3,2529
1687,2,1409
4586,3.5,2813
2994,2.5,2151
3359,3,2078
4173,3.5,2402
2566,2.5,1720
4960,3.5,3131
2055,2.5,1321
3761,3,2422
1727,2,1414
3771,3,2473
3186,3,1924
3172,3,1898
4454,3.5,2675
4944,3.5,3142
2738,2.5,1926
1988,2,1277
4146,3.5,2419
4653,3.5,2871
2055,2.5,1343
3826,3,2384
3243,3,1988
4929,3.5,3121
1803,2,1456
1415,2,1154
3153,3,1912
2728,2.5,1944
4618,3.5,2846
2574,2.5,1681
3118,3,1869
2549,2.5,1760
2900,2.5,2097
4739,3.5,2839
2940,2.5,2127
3745,3,2415
4917,3.5,2972
1576,2,1296
3705,3,2375
4420,3.5,2631
1699,2,1419
3199,3,1944
3848,3,2548
4015,3.5,2277
3055,3,1828
3794,3,2434
1554,2,91
2089,2.5,1268
4875,3.5,3036
3286,3,2049
4705,3.5,2924
3375,3,2114
2503,2.5,1609
2715,2.5,1906
2900,2.5,1970
2926,2.5,2113
4962,3.5,3142
1894,2,1544
3882,3,2329
1482,2,1211
2853,2.5,2052
2862,2.5,1999
1880,2,1522
1549,2,1110
2139,2.5,1371
2094,2.5,1371
3572,3,2270
2749,2.5,1901
1415,2,1098
3087,3,1857
1694,2,1136
1847,2,1535
4685,3.5,2862
2199,2.5,1436
2816,2.5,1930
3247,3,1948
4359,3.5,2615
4791,3.5,2659
2855,2.5,2057
2945,2.5,1941
4149,3.5,2340
2633,2.5,1789
1469,2,1179
2406,2.5,1658
4441,3.5,2665
2351,2.5,1591
1781,2,1495
3425,3,2174
2943,2.5,2144
2568,2.5,1710
3593,3,2326
4047,3.5,2187
4427,3.5,2481
1529,2,1265
3600,3,1718
2751,2.5,1876
1985,2,1665
2199,2.5,1458
3714,3,2355
2784,2.5,1978
1924,2,1436
4835,3.5,3040
2555,2.5,1618
4302,3.5,2540
2740,2.5,1917
3203,3,1944
1962,2,1636
2328,2.5,1541
3247,3,1970
3021,3,1788
4485,3.5,2712
1497,2,1201
3801,3,2486
4831,3.5,3017
4627,3.5,2848
3951,3,2558
3286,3,2016
4033,3.5,2014
4531,3.5,2742
1754,2,1464
4784,3.5,2959
1528,2,1266
2998,2.5,2178
3180,3,1938
3407,3,2147
3610,3,1100
2085,2.5,1369
3552,3,2274
4045,3.5,2215
3364,3,2114
4033,3.5,2282
1632,2,1244
4890,3.5,3096
3016,3,1807
2594,2.5,1802
1694,2,1416
1626,2,1259
1973,2,1637
3733,3,2430
3398,3,2111
3902,3,2564
4406,3.5,2530
2479,2.5,1654
4086,3.5,2362
4108,3.5,2383
3052,3,1837
1886,2,951
4952,3.5,3124
1545,2,1266
3543,3,2236
3886,3,2579
2321,2.5,1501
3750,3,2468
4527,3.5,2767
3097,3,1839
4502,3.5,2728
4208,3.5,2227
2707,2.5,1908
2405,2.5,1622
3238,3,1999
4270,3.5,2184
2566,2.5,1658
1847,2,1545
3525,3,2241
3916,3,2532
4441,3.5,2628
2611,2.5,1463
1615,2,1337
2424,2.5,1606
3879,3,2411
3269,3,2014
1596,2,1293
1834,2,1433
2607,2.5,1819
2519,2.5,1754
1625,2,1346
3245,3,2003
2405,2.5,1511
2355,2.5,1449
1770,2,1412
2292,2.5,1555
1741,2,1365
3799,3,2385
4788,3.5,2995
1677,2,1390
3811,3,2377
4963,3.5,3087
3473,3,2186
2471,2.5,1611
2448,2.5,1673
4718,3.5,2919
3597,3,2324
3600,3,2311
1863,2,1462
4218,3.5,2433
3336,3,2045
4539,3.5,2783
2870,2.5,2013
4330,3.5,2450
4136,3.5,2383
4782,3.5,2769
3760,3,2126
2856,2.5,2059
4464,3.5,2694
4429,3.5,2606
4578,3.5,2809
4084,3.5,2353
2386,2.5,1516
1508,2,1084
3292,3,1996
2370,2.5,1626
4500,3.5,2354
3559,3,2235
1426,2,1162
3252,3,1994
1764,2,1468
3216,3,1942
3522,3,2238
1731,2,1451
2342,2.5,1395
3181,3,1898
1713,2,1237
2225,2.5,1448
3728,3,2444
2947,2.5,2107
2954,2.5,2094
2662,2.5,1754
4901,3.5,3006
1513,2,970
3351,3,2061
1512,2,1230
4811,3.5,2970
3869,3,2512
1968,2,1548
3153,3,1906
3483,3,1883
1873,2,1571
2527,2.5,1730
3238,3,1657
3392,3,2065
2268,2.5,1506
1890,2,1555
1688,2,1335
3832,3,2508
4440,3.5,2684
3821,3,2484
4422,3.5,2665
2925,2.5,1913
4866,3.5,2993
3776,3,2479
2956,2.5,2091
4949,3.5,3088
3389,3,2024
4818,3.5,3021
3294,3,1887
4755,3.5,2950
3802,3,2498
1833,2,1469
2158,2.5,1324
4441,3.5,2643
2554,2.5,1756
4316,3.5,2402
2771,2.5,1970
4397,3.5,2574
2276,2.5,1540
4833,3.5,2966
3406,3,1828
2752,2.5,1759
3851,3,2550
4235,3.5,2459
3457,3,2148
3879,3,2568
3253,3,1783
2552,2.5,1735
3816,3,2513
3849,3,2538
2051,2.5,1319
3560,3,2285
3673,3,2388
4352,3.5,2509
3846,3,2520
2965,2.5,2136
3577,3,2291
3850,3,2496
2683,2.5,1702
2893,2.5,1964
3547,3,2143
4718,3.5,2566
4730,3.5,2849
4269,3.5,2479
1634,2,1307
2381,2.5,1128
3856,3,2549
1670,2,1366
4906,3.5,3053
2188,2.5,1440
4640,3.5,2826
1551,2,1279
4624,3.5,2834
2770,2.5,1946
2695,2.5,1907
2824,2.5,1931
1858,2,1546
2165,2.5,1410
4861,3.5,2859
2932,2.5,2089
1492,2,1217
2347,2.5,1508
2254,2.5,1283
1973,2,1653
3389,3,2123
2981,2.5,2088
3026,3,1447
3312,3,2005
4702,3.5,2748
3567,3,2268
3782,3,2464
4086,3.5,2106
3587,3,2310
2627,2.5,1781
4865,3.5,3047
2629,2.5,1847
2821,2.5,1904
3542,3,2173
2212,2.5,1450
3108,3,1800
4102,3.5,2363
4077,3.5,2314
2464,2.5,1704
1478,2,446
3882,3,2544
2477,2.5,1719
4763,3.5,2955
1585,2,1193
4091,3.5,2233
2383,2.5,1605
1774,2,1465
4483,3.5,2700
3941,3,2592
4481,3.5,2444
1846,2,1520
2665,2.5,1851
4552,3.5,2733
2870,2.5,2009
4460,3.5,2647
3071,3,1858
2193,2.5,1450
4011,3.5,2268
2262,2.5,1280
3036,3,1780
2002,2.5,1212
2901,2.5,2076
2413,2.5,1645
4389,3.5,2642
4070,3.5,2292
3613,3,2335
3167,3,1849
3156,3,1884
2433,2.5,1664
3200,3,1960
4202,3.5,2452
4810,3.5,2831
4895,3.5,2953
1734,2,1405
1562,2,1296
4115,3.5,1751
4161,3.5,2322
4667,3.5,2836
2180,2.5,1441
4901,3.5,2854
4967,3.5,3039
3124,3,1843
3854,3,2549
1782,2,1486
3227,3,1948
4238,3.5,2484
4809,3.5,2809
3024,3,1778
3315,3,2066
2402,2.5,1606
2671,2.5,1855
2859,2.5,2024
2531,2.5,1741
3418,3,2164
4473,3.5,2678
1856,2,1468
4843,3.5,3028
3223,3,1904
4457,3.5,2675
4844,3.5,3034
4012,3.5,2299
4913,3.5,3064
3212,3,1937
2527,2.5,1688
3441,3,2029
4037,3.5,2278
2577,2.5,1730
3510,3,2190
3942,3,2633
3166,3,1911
2785,2.5,1987
3486,3,2180
3870,3,2556
3517,3,2197
2269,2.5,1491
2604,2.5,1751
3397,3,1850
3404,3,2008
4425,3.5,2676
2500,2.5,1738
4229,3.5,2482
3653,3,2338
2693,2.5,1886
2758,2.5,1976
4223,3.5,1659
4705,3.5,2872
3463,3,1974
1841,2,1464
2576,2.5,1749
2590,2.5,1817
3109,3,1886
3442,3,2171
3444,3,2082
4529,3.5,2771
3478,3,2228
3317,3,1826
4951,3.5,3127
2282,2.5,1521
2954,2.5,2131
1653,2,1377
4043,3.5,2230
4602,3.5,2771
3392,3,2116
2845,2.5,2036
3149,3,1918
3944,3,2505
1994,2,1611
3765,3,2456
3577,3,2014
3625,3,2299
1884,2,1558
4038,3.5,2230
4312,3.5,2528
1609,2,1278
2226,2.5,1492
3440,3,2176
4503,3.5,2716
1704,2,1372
2506,2.5,1626
3182,3,1920
3379,3,2091
4815,3.5,3012
4814,3.5,2996
4726,3.5,2908
2753,2.5,1932
1520,2,1251
4242,3.5,2479
4629,3.5,2561
4605,3.5,2827
3358,3,1965
1689,2,1325
2178,2.5,1172
2739,2.5,1946
3961,3,2624
2201,2.5,1385
3685,3,2369
4602,3.5,2758
2764,2.5,1961
2910,2.5,2038
3795,3,2294
3901,3,2591
2063,2.5,528
3296,3,1912
1762,2,1446
4909,3.5,2930
3717,3,2422
2828,2.5,1974
2437,2.5,1659
2916,2.5,2103
2655,2.5,1823
2959,2.5,2053
3996,3,2492
4148,3.5,2138
1590,2,1309
3377,3,1945
4878,3.5,3075
1544,2,1108
4430,3.5,2652
2782,2.5,1857
2722,2.5,1932
2265,2.5,1503
3434,3,2123
3997,3,2660
4706,3.5,2918
2316,2.5,1562
4641,3.5,2811
2151,2.5,1403
3916,3,2615
4369,3.5,1972
2142,2.5,1393
1738,2,1280
1898,2,1549
1615,2,1300
3565,3,2117
1725,2,1320
4674,3.5,2869
4826,3.5,3033
4740,3.5,2834
2917,2.5,2083
1955,2,1647
2383,2.5,1607
2594,2.5,1809
3902,3,2350
3809,3,2514
2925,2.5,2076
4677,3.5,2888
4739,3.5,2913
4795,3.5,2994
3435,3,2004
3438,3,2159
4492,3.5,2701
3004,3,1773
4553,3.5,2786
4678,3.5,2851
1973,2,1579
2183,2.5,1440
4845,3.5,2955
2226,2.5,1424
1967,2,1641
3365,3,2110
2418,2.5,1641
3905,3,2377
4339,3.5,2435
4634,3.5,2841
2231,2.5,1135
1575,2,1301
3237,3,1968
2629,2.5,1851
2088,2.5,1321
1729,2,1373
2488,2.5,1677
4579,3.5,2512
3765,3,2476
4350,3.5,2595
1979,2,1559
2479,2.5,1681
3868,3,2506
3350,3,2024
2112,2.5,1359
1596,2,1321
1590,2,1269
3544,3,2093
4724,3.5,2711
4537,3.5,2650
1768,2,1455
2432,2.5,1253
4796,3.5,2778
2409,2.5,1648
2235,2.5,1355
2881,2.5,1698
3839,3,2452
4348,3.5,2507
4413,3.5,2662
2431,2.5,1652
4971,3.5,3024
4241,3.5,2435
3917,3,2621
4888,3.5,3063
3931,3,2389
4653,3.5,2838
4720,3.5,2938
4537,3.5,2599
3283,3,2038
2337,2.5,1572
1694,2,1336
4995,3.5,3169
2521,2.5,1695
4958,3.5,2954
3648,3,2167
2419,2.5,1427
3075,3,1800
2462,2.5,1683
4594,3.5,2782
4909,3.5,3091
3749,3,2365
3489,3,2110
2819,2.5,2014
4072,3.5,2291
4406,3.5,2625
3811,3,2227
4336,3.5,2516
4691,3.5,2900
4166,3.5,2418
4293,3.5,2357
4954,3.5,3124
1927,2,1624
3626,3,2356
3666,3,2356
3026,3,1722
3102,3,1870
3570,3,2280
4070,3.5,2320
2588,2.5,1792
4575,3.5,2743
3580,3,2302
4810,3.5,2870
4781,3.5,2923
2247,2.5,1435
3753,3,2470
2389,2.5,1472
4224,3.5,2477
4777,3.5,2977
3263,3,1722
2504,2.5,1706
3786,3,2490
3532,3,1895
4421,3.5,2668
2336,2.5,1534
3861,3,2541
3920,3,2479
3333,3,1878
1421,2,1170
2227,2.5,1476
3922,3,2571
3479,3,1799
2430,2.5,1605
1662,2,1365
1969,2,1606
4567,3.5,2800
2580,2.5,1774
4698,3.5,2774
2278,2.5,1503
4165,3.5,2346
4127,3.5,2385
3374,3,2131
2223,2.5,1433
4288,3.5,2545
4659,3.5,2886
2959,2.5,2117
4675,3.5,2456
2509,2.5,1679
1677,2,1326
2807,2.5,1974
4036,3.5,2263
1538,2,1261
3903,3,2596
3037,3,1776
1670,2,1307
2317,2.5,1515
2124,2.5,1309
2924,2.5,2089
4285,3.5,2520
4213,3.5,2250
2810,2.5,1963
3362,3,2075
1874,2,1520
3293,3,1957
3786,3,2080
2916,2.5,2005
1656,2,1355
2304,2.5,1550
1801,2,1500
2006,2.5,1267
2669,2.5,1773
4825,3.5,3034
3233,3,1973
4445,3.5,2613
1706,2,1387
4361,3.5,2546
2655,2.5,1815
3176,3,1945
1794,2,1456
3894,3,2594
4711,3.5,2915
2030,2.5,1272
3205,3,1919
2064,2.5,1321
3051,3,1804
3046,3,1806
4424,3.5,2556
3198,3,1788
4634,3.5,2841
3423,3,2100
2373,2.5,1553
1516,2,1127
2332,2.5,1554
2028,2.5,1204
2778,2.5,1711
3533,3,2270
1460,2,1201
2982,2.5,2160
3989,3,2555
3459,3,2116
1891,2,1568
4668,3.5,2804
4656,3.5,2866
3615,3,2336
4068,3.5,2322
2387,2.5,1642
4064,3.5,2329
3898,3,2580
4721,3.5,2936
1782,2,1453
4962,3.5,2894
1622,2,1307
2293,2.5,1459
3434,3,2160
1958,2,1583
3940,3,2467
3203,3,102
4500,3.5,2724
1464,2,1186
2388,2.5,1564
1938,2,1583
3622,3,2302
1957,2,1645
2278,2.5,1529
1459,2,861
4041,3.5,2239
3688,3,2416
3415,3,2156
4053,3.5,2071
3969,3,2634
3777,3,2478
2702,2.5,1900
3250,3,2005
2232,2.5,1379
4768,3.5,2873
2423,2.5,1587
4644,3.5,2865
2076,2.5,1337
3401,3,2102
2883,2.5,2076
2763,2.5,1862
4938,3.5,3110
4972,3.5,3112
4809,3.5,2818
1570,2,1303
2010,2.5,1295
3371,3,2086
1609,2,1298
3128,3,1904
3109,3,1863
3559,3,2268
3490,3,2234
4507,3.5,2467
4452,3.5,2652
3924,3,2616
3602,3,2320
1489,2,1157
4622,3.5,2679
4998,3.5,3102
3563,3,2302
4482,3.5,2686
4899,3.5,3057
1739,2,1416
4079,3.5,2322
3454,3,2135
1979,2,1643
1452,2,1008
3976,3,2487
4465,3.5,2698
3168,3,1765
3632,3,2306
1649,2,1343
3976,3,2637
1672,2,1291
2849,2.5,1846
2328,2.5,1324
2381,2.5,1616
3673,3,2309
3884,3,2576
4617,3.5,2808
4500,3.5,2726
3208,3,1930
1787,2,1459
4068,3.5,1972
2223,2.5,1374
4873,3.5,2771
3869,3,2530
4458,3.5,2668
1861,2,1508
4331,3.5,2558
4166,3.5,2412
4420,3.5,2341
2883,2.5,2078
3385,3,2129
4489,3.5,2614
4643,3.5,2860
2456,2.5,1686
3584,3,2249
3340,3,1902
3155,3,1532
2744,2.5,1952
3192,3,1829
4619,3.5,2818
4748,3.5,2958
3830,3,2428
3948,3,2498
2259,2.5,1399
2563,2.5,1743
4464,3.5,2692
2112,2.5,1340
2547,2.5,1768
4639,3.5,2840
3511,3,2187
2755,2.5,1950
4216,3.5,2481
2522,2.5,1757
4449,3.5,2694
4673,3.5,2841
1905,2,1522
1810,2,1438
4234,3.5,2460
4943,3.5,3109
3984,3,2548
1554,2,1242
1668,2,1380
4790,3.5,2922
2652,2.5,1839
2428,2.5,1530
3661,3,2360
4822,3.5,3017
4283,3.5,2552
2370,2.5,1583
2091,2.5,1182
2004,2.5,1296
2844,2.5,2015
1943,2,1483
2542,2.5,1710
1472,2,1206
4565,3.5,2663
4747,3.5,2897
2185,2.5,1379
2900,2.5,2051
2913,2.5,2055
3193,3,1943
3770,3,2384
4641,3.5,2834
1447,2,1162
2007,2.5,1268
2857,2.5,1909
3029,3,1807
4537,3.5,2758
2817,2.5,2000
3241,3,1965
4809,3.5,3009
3971,3,2654
3689,3,2251
1655,2,1314
2933,2.5,2081
3295,3,2039
3435,3,2163
3039,3,1682
3723,3,2433
3142,3,1768
2818,2.5,2010
1998,2,1542
2091,2.5,1241
1652,2,923
2475,2.5,1712
4623,3.5,2840
2894,2.5,2005
2195,2.5,1383
4865,3.5,3059
3354,3,2051
4686,3.5,2891
2154,2.5,1401
4635,3.5,2768
4071,3.5,2281
4210,3.5,2481
4892,3.5,2443
3711,3,2399
3247,3,1880
4788,3.5,2936
4963,3.5,3135
4794,3.5,2951
2424,2.5,1574
4342,3.5,2030
1871,2,1519
2575,2.5,1789
3908,3,2587
4542,3.5,2645
3762,3,2347
3433,3,2126
3052,3,1837
2506,2.5,1735
1577,2,1271
2708,2.5,1805
1851,2,1548
3856,3,2458
2236,2.5,1484
4537,3.5,2560
3066,3,1755
3243,3,1949
4449,3.5,2225
2122,2.5,1386
2148,2.5,1377
3625,3,2194
4774,3.5,2979
2444,2.5,1313
3591,3,2257
4742,3.5,2965
4519,3.5,2637
3671,3,2259
1824,2,1499
3001,3,1787
4086,3.5,2296
2612,2.5,1796
2940,2.5,1998
3269,3,1941
3241,3,1984
2509,2.5,1740
4547,3.5,2769
1416,2,1173
2633,2.5,1819
1498,2,1229
4280,3.5,2535
2968,2.5,2151
3642,3,2200
4519,3.5,2687
2822,2.5,2009
3652,3,2221
4206,3.5,2374
2551,2.5,1776
3471,3,2184
4396,3.5,2639
1684,2,1353
2039,2.5,1317
2483,2.5,1604
1469,2,1161
3158,3,1804
2682,2.5,1753
2891,2.5,1999
3277,3,1991
3081,3,1746
2820,2.5,2013
3447,3,2036
4057,3.5,2248
2089,2.5,1356
1731,2,1222
4053,3.5,2332
1953,2,1638
1730,2,1421
4825,3.5,2999
2146,2.5,1398
3118,3,1867
1856,2,1323
3647,3,2370
3162,3,1933
3106,3,1874
1481,2,1158
2165,2.5,1409
2656,2.5,1593
1774,2,1469
4290,3.5,2483
2309,2.5,1529
4125,3.5,2374
2895,2.5,1992
3640,3,2335
2691,2.5,1890
3794,3,2483
3032,3,1537
3378,3,1940
3236,3,1980
4290,3.5,2356
3527,3,2052
2925,2.5,2055
1595,2,1243
4138,3.5,2357
4790,3.5,2912
3693,3,2146
4208,3.5,2473
3551,3,2258
1815,2,1482
2742,2.5,1928
4599,3.5,2827
4979,3.5,3116
1726,2,1385
4995,3.5,3130
4866,3.5,2964
2205,2.5,1293
1861,2,1552
4704,3.5,2822
3547,3,2272
3250,3,2014
3044,3,1786
4667,3.5,2853
1733,2,1434
2432,2.5,1629
4923,3.5,3092
3645,3,2341
2594,2.5,1804
1896,2,1584
4511,3.5,2604
4937,3.5,2849
2013,2.5,1174
4812,3.5,2789
2832,2.5,2031
4696,3.5,2917
3345,3,2102
2307,2.5,1546
4149,3.5,2382
3762,3,2451
3393,3,2113
3015,3,1724
3172,3,1909
4915,3.5,3059
1728,2,1414
4639,3.5,2848
4365,3.5,2502
1717,2,1230
4499,3.5,2602
2094,2.5,1368
3074,3,1810
3387,3,2128
4620,3.5,2792
2966,2.5,2096
4156,3.5,2433
4601,3.5,2725
4459,3.5,2672
2273,2.5,1529
3829,3,2440
4903,3.5,3021
3401,3,2089
3752,3,2320
4483,3.5,2713
4145,3.5,2312
2513,2.5,1725
3221,3,1950
2296,2.5,1485
2709,2.5,1918
1521,2,1255
3491,3,1930
4611,3.5,2796
4284,3.5,2413
3794,3,2438
2914,2.5,2107
2957,2.5,2100
2060,2.5,1315
2419,2.5,1608
4221,3.5,2426
3910,3,2616
2368,2.5,1579
1490,2,1182
4087,3.5,2269
2050,2.5,1295
4422,3.5,2507
3396,3,2044
1502,2,899
3587,3,2307
1518,2,1225
3162,3,1925
4408,3.5,2581
4700,3.5,2905
2659,2.5,1857
2675,2.5,1885
2793,2.5,1962
4435,3.5,2671
4566,3.5,2604
4736,3.5,2933
4431,3.5,2588
2938,2.5,2125
4971,3.5,3123
2369,2.5,1615
2362,2.5,1562
4868,3.5,3029
4994,3.5,3049
1463,2,1187
4500,3.5,2697
2407,2.5,1636
2629,2.5,1823
3708,3,2261
3188,3,1952
3970,3,2643
1519,2,1213
2347,2.5,1575
1430,2,1167
1890,2,1576
4268,3.5,2522
3228,3,1983
2814,2.5,2028
4874,3.5,3042
3024,3,1807
4126,3.5,2203
1481,2,1061
4269,3.5,2517
1633,2,1320
1907,2,1422
1803,2,1462
3915,3,2592
3244,3,1895
3241,3,1986
1414,2,1049
4906,3.5,3028
1572,2,776
1461,2,1204
2522,2.5,1711
4586,3.5,2768
2098,2.5,1343
4563,3.5,2793
4315,3.5,2557
2694,2.5,1865
1923,2,1553
4067,3.5,2291
3566,3,2254
1700,2,1220
1714,2,1044
1528,2,1263
3942,3,2590
4365,3.5,2446
2511,2.5,1713
4989,3.5,3159
4307,3.5,2530
4392,3.5,2638
4260,3.5,2511
4349,3.5,2578
4848,3.5,2779
2653,2.5,1821
3955,3,2644
2059,2.5,1053
2397,2.5,1403
3136,3,1896
2995,2.5,2109
2956,2.5,2135
1997,2,1664
3034,3,1758
4646,3.5,2821
1730,2,1427
4005,3.5,2101
4836,3.5,2997
3774,3,2476
3135,3,1846
3157,3,1842
4877,3.5,3010
3214,3,1927
2295,2.5,1523
1866,2,1569
3810,3,2504
2047,2.5,1300
2122,2.5,1393
1648,2,1377
3332,3,2018
2600,2.5,1817
4841,3.5,3012
2917,2.5,2026
2987,2.5,2037
2903,2.5,2059
1628,2,1201
2100,2.5,1367
3898,3,2594
2805,2.5,1983
2370,2.5,1621
1878,2,1418
3331,3,1928
3242,3,2007
3009,3,1749
1568,2,1266
1569,2,1261
3553,3,2257
2180,2.5,1362
2980,2.5,2115
1746,2,1456
4796,3.5,2948
1734,2,1169
4136,3.5,2398
4940,3.5,3124
3694,3,2290
1536,2,1181
4749,3.5,2940
3687,3,2261
4367,3.5,2504
3658,3,2324
3536,3,2256
3621,3,2334
2582,2.5,1607
4254,3.5,2489
3952,3,2606
1972,2,1663
2713,2.5,1894
2082,2.5,1023
3938,3,2590
1663,2,1258
2402,2.5,1636
4108,3.5,2300
3127,3,1824
4201,3.5,2338
4355,3.5,2616
3856,3,2513
1684,2,1395
4476,3.5,2594
3576,3,2279
4817,3.5,2954
2682,2.5,1801
2933,2.5,1771
2353,2.5,1431
2082,2.5,1359
4186,3.5,2394
2972,2.5,2121
3155,3,1883
3059,3,1810
2467,2.5,1704
4229,3.5,2480
4654,3.5,2840
2462,2.5,1662
4588,3.5,2763
4567,3.5,2636
4131,3.5,2366
4158,3.5,2429
1689,2,1400
1932,2,1630
4311,3.5,2558
2005,2.5,1285
1519,2,1242
1739,2,1237
1760,2,1440
3908,3,2596
3085,3,1769
4282,3.5,2546
4203,3.5,2268
4375,3.5,2595
2237,2.5,1493
1758,2,1215
3937,3,2582
4384,3.5,2625
3331,3,2072
4172,3.5,2449
2056,2.5,1299
3115,3,1861
2901,2.5,1989
1430,2,1161
4954,3.5,3127
1432,2,1146
2897,2.5,2081
4566,3.5,2761
4478,3.5,2717
1682,2,1375
1756,2,1106
2543,2.5,1758
2677,2.5,1881
1591,2,1314
3721,3,2397
4924,3.5,2979
2999,2.5,2151
4753,3.5,2905
2490,2.5,1703
1642,2,1355
3250,3,1893
2885,2.5,2069
4673,3.5,2840
3156,3,1425
4194,3.5,2436
3244,3,1991
3406,3,2133
4497,3.5,2733
2690,2.5,1908
3561,3,2295
3438,3,2158
2027,2.5,1311
4736,3.5,2903
2055,2.5,1225
2284,2.5,1537
3176,3,1953
2302,2.5,1273
2908,2.5,2083
2606,2.5,1810
3759,3,2454
3759,3,2423
1974,2,1563
4608,3.5,2810
1856,2,1563
4271,3.5,2499
3257,3,1955
3675,3,2350
1780,2,1462
4350,3.5,2601
3691,3,2375
2018,2.5,1286
3567,3,2213
